assetid,anatomy_model,avg_touches
W01E118979,Gallbladder Anatomy,5.0
W01Y101477,Heart,1.0
W09140,Endoscopy,1.0
W06037,Neck,1.0
W15042,Diabetic Foot Complications,1.0
W01E132669,Spine,1.0
W08452,Knee,1.0
W01Y101934,Lung,1.0
W01Y104476,Alzheimer's Disease,1.0
W01E132944,Prostate Brachytherapy,1.0
W01Y106834,Hypoparathyroidism,1.0
W01E111608,Heart,1.0
W04962,Diverticulosis,1.0
W08119,Crohn's Disease,1.0
W01Y111573,Kyphosis,1.0
W01E129259,Gout,1.0
W01E100887,Pancreas Anatomy,1.0
W01E129873,Stomach Cross Section,1.0
W15683,Diabetes Type 2 Glucose Transport,1.0
W01E105829,Hypoparathyroidism,1.0
W13902,Pelvis,5.0
W01E115411,Head,1.0
W26869,Acute Bronchitis,1.0
W01E104086,Asthma Inhaler,3.0
W38966,Diabetic Foot Complications,2.0
W01E118914,Diabetic Retinopathy,1.0
W37200,Reproductive,1.0
W01E127676,Mohs Surgery,1.0
W14766,IUD Placement,1.0
W01Y104866,Torn Rotator Cuff,1.0
W13259,Gallbladder Anatomy,1.0
W14629,Acid Reflux,1.0
W16008,Brain,2.0
W38901,Low Testosterone,1.0
W01E128152,Teeth,1.0
W01E129255,Urinary Tract Infection,1.0
W01E129093,Spine,1.0
W35835,Insulin and Glucose,1.5
W01E122542,Elbow,1.0
W15944,Elbow,1.0
W31222,Pelvis,1.0
W01E110101,Diabetic Foot Complications,1.0
W01E116903,Head,1.0
W01E100897,Psoriatic Arthritis,1.0
W01Y104498,Neck,1.0
W01E115073,Eczema,1.0
W46791,Bladder,1.0
W26048,Endoscopy,1.0
W01E109522,Basal Cell Carcinoma,1.0
W01E116878,Varicose Veins,1.0
W28770,Cervix Anatomy,1.0
W01E127969,Migraine,1.0
W01E127904,Vasculature,1.0
W46426,Asthma Inhaler,1.0
W14487,Psoriatic Arthritis,1.0
W01Y104814,Enlarged Parathyroid Gland,1.0
W01E128742,Cystic Fibrosis,1.0
W01E101507,Lung,1.0
W01E118883,Pancreatic Bile Duct,1.0
W01Y113245,Rheumatoid Arthritis,1.0
W25669,Stroke,1.0
W24802,ABCDE Moles,1.0
W01E129093,Asthma Inhaler,1.0
W01E127397,Spine,1.0
W01Y101131,Abdomen,1.0
W01Y115602,Spine,1.0
W11163,Scoliosis,1.0
W01E121983,Stinging Insect Allergy,1.0
W01E121341,Pancreatic Cancer,1.0
W11580,High Blood Pressure,1.0
W13265,Brain,1.0
W01E133410,Spine,1.0
W01E132505,Lung,2.0
W00604,Varicose Veins,2.0
W01E128746,Breast,2.0
W01E127163,Stomach,2.0
W01E116532,Adam Insulin ,1.0
W39813,Stomach,1.0
W01Y104051,Diabetes Type 1 Glucose Absorption,1.0
W01E132946,High Blood Pressure,2.0
W01E127676,Lyme Disease,1.0
W01Y102077,Artery Blockage,2.0
W00714,Umbilical Ventral Hernia,1.0
W01E112815,Knee,1.0
W01Y106277,Ankylosing Spondylitis,1.0
W31824,Spine,1.0
W01E108457,Rheumatoid Arthritis,1.0
W01Y111281,Lung,1.0
W01E115214,Head,1.0
W01Y108099,Peptic Ulcer Disease,1.0
W10703,GERD,1.0
W01E109383,Pregnancy,1.0
W39882,Peptic Ulcer Disease,2.0
W01E126384,Diabetes Type 2 Glucose Transport,1.0
W01E133814,Hand,1.0
W19108,Insulin and Glucose,1.0
W15274,Colon Cancer,1.0
W01Y108366,Mitral Valve Regurgitation,1.0
W01Y108087,Heart,2.0
W01E104229,Food Allergy,1.0
W25972,Diabetic Foot Complications,1.0
W24827,Rosacea,1.0
W01Y105806,Teeth,1.0
W14341,Heart,2.0
W01713,Acid Reflux,2.0
W01E109441,Thorax,1.0
W15858,Pelvis,1.0
W05644,Atrial Fibrillation with Conduction System,1.0
W01E104114,Mole Mapping,1.0
W00845,Heart,1.0
W01E120420,Spine,2.0
W01Y100666,GERD,1.0
W35403,Lymphatic System,2.0
W01E129631,Colon,1.0
W01E109383,Hand,2.0
W01Y104103,Sinusitis,1.0
W01E100403,Pancreatic Bile Duct,1.0
W01E109441,Carpal Tunnel Syndrome,1.0
W01E112727,Scoliosis,1.0
W01E101687,Osteoarthritis,1.0
W04922,Knee,1.0
W01E116203,Aplastic Anemia,1.0
W01E130456,Pancreatic Cancer,1.0
W01E122938,Elbow,1.0
W01E127393,Colon,1.0
W01E129095,Abdomen,1.0
W01E112516,Type 2 Diabetes - Glucose Absorption,1.0
W37858,Breast,1.0
W01E131716,Type 2 Diabetes - Glucose Absorption,2.0
W01E106123,Celiac Disease,1.0
W01E118312,Prostate Anatomy Tour,2.0
W01Y101981,Diabetic Nerve Problem,1.0
W34703,Diverticulitis,1.0
W01E112871,Hypercholesterolemia,2.0
W38129,Neck,1.0
W01Y101337,GERD,2.0
W01E132518,Neck,2.0
W01E129093,Endoscopy,1.0
W01E110111,Liver,1.0
W01E101746,Torn Rotator Cuff,2.0
W20128,Reproductive System,1.0
W28076,Liver,1.0
W01Y107743,External Beam Radiation,1.0
W04961,Gastric Outlet Obstruction,1.0
W36895,Abdomen,1.0
W07865,Cardiac Catheterization,1.0
W27836,Heart,1.0
W01Y110935,Basal Cell Carcinoma,1.0
W01E109584,Angina,1.0
W01E132615,Spine,1.0
W01E111799,Colonoscopy,1.0
W01E111809,Stomach,1.0
W01E130080,Colonoscopy,1.0
W01Y103355,Tuberculosis,1.0
W01Y113589,Anal Fissure,1.0
W09336,Abdomen,1.0
W01E100969,Ventral Hernia,2.0
W34703,Depression: Brain Activity,1.0
W02760,Diabetic Nerve Problem,1.0
W01E108457,Ankylosing Spondylitis,1.0
W27020,Arm,1.0
W01E103377,Teeth,1.0
W01Y106139,Wagner Classification,1.0
W01E102260,Pneumonia,1.0
W26281,ALS,1.0
W01E101408,Thyroid Nodules,1.0
W01E128742,COPD,1.0
W01E115759,Hyperparathyroidism,1.0
W01Y113589,Endometrial Cancer,1.0
W01E109383,Adam Insulin ,1.0
W01E120416,Diabetes Type 2 Glucose Transport,1.0
W01E115948,Fusiform Aneurysm,1.0
W15801,Hepatitis,4.0
W01Y104000,Diabetic Nerve Problem,1.0
W01Y102294,Diabetic Retinopathy,2.0
W31084,Oral Herpes,1.0
W01E131573,Sinusitis,1.0
W42876,Adam Insulin ,1.0
W01E129741,Asthma Inhaler,1.0
W01Y104103,Liver,1.0
W38744,Esophagus,4.0
W01E112921,Atrial Fibrillation with Conduction System,2.0
W01E109383,Neck,2.0
W01E126238,Osteoporosis,2.0
W01E123358,GERD,1.0
W01Y100798,Torn Rotator Cuff,1.0
W01E133888,Lung,1.0
W01E119672,Diabetic Retinopathy,1.0
W01E127508,Heart,1.0
W01Y111856,Back Pain,1.0
W28871,Shoulder,1.0
W25799,Diabetes Type 2 Glucose Transport,2.0
W01Y104910,Arm,1.0
W01Y111655,Thyroid Cancer,1.0
W01E132610,Diabetic Foot Complications,1.0
W01E119063,Neck,5.0
W01E131733,ADHD,1.0
W01E128742,Urinary System,2.0
W34647,Gastric Outlet Obstruction,1.0
W01E113064,Mitral Valve Regurgitation,1.0
W01E131291,Spine,1.0
W15073,Leg,1.0
W01Y107430,Artery Blockage,1.0
W01E102122,COPD,1.0
W01E109473,Thorax,1.0
W01283,Malar Rash on Face,1.0
W01Y103170,Abdomen,1.0
W01E112390,GERD,2.0
W01Y114182,Sinus,1.0
W01E120561,Esophagus,1.0
W01Y112042,Pelvis,1.5
W01E120416,Diabetic Retinopathy,1.0
W01Y104887,Pregnancy,1.0
W01E112281,Colonoscopy,1.0
W01E110101,Gallbladder Anatomy,1.0
W01Y113450,Vasculature,1.0
W01Y108894,Knee,1.0
W01E109473,Vasculature,1.0
W01E128889,Spine,2.0
W01Y107655,Varicose Veins,1.0
W01Y106504,Prostate Anatomy Tour,1.0
W01E108214,Diabetic Foot Complications,1.0
W01E100996,High Blood Pressure,1.0
W01507,Gallbladder Anatomy,1.0
W01Y100559,Brain,1.0
W01E124700,Head,1.0
W01E102561,Arm,1.0
W01E129436,Pelvis,1.0
W35599,Carpal Tunnel Syndrome,1.0
W01Y100537,Common Cold,2.0
W01E109441,Uterine Fibroids,1.0
W01E115890,Esophagus,1.0
W01Y100537,Insulin and Glucose,1.0
W04461,Hypoparathyroidism,1.0
W01E120414,Rheumatoid Arthritis,3.0
W01E114349,External Beam Radiation,2.0
W01E114349,Lymphatic System,1.0
W01E123923,IUD Placement,1.0
W16036,Kidney,2.0
W13419,Alzheimer's Disease,2.0
W01E101638,Foot,1.0
W01Y100475,Hypoglycemia,1.0
W43411,Diverticulitis,1.0
W01Y100375,Pelvis,1.0
W09501,Gastrointestinal Cancers,1.0
W08198,Pregnancy,1.0
W32136,Esophagus,1.0
W01E110654,Acne,1.0
W01Y112567,Lung,1.0
W01E130950,Esophagus,1.0
W04461,Deep Vein Thrombosis,1.0
W01Y100537,Pharyngitis,2.0
W01E117564,Ankylosing Spondylitis,2.0
W19259,Heart,1.0
W01E116869,Lymph Nodes around Uterus,1.0
W46702,Skin,2.0
W01Y107584,Knee,2.0
W26383,Brain,2.0
W01E120155,Umbilical Ventral Hernia,1.0
W01E120551,Psoriatic Arthritis,1.0
W01Y100145,Critical Limb Ischemia,1.0
W27666,Neck,1.0
W01E132660,Osteoporosis,2.0
W01E127399,Abdomen,3.0
W01E130253,Pancreatic Bile Duct,1.0
W01E120414,Ankylosing Spondylitis,2.0
W19148,Pancreas Anatomy,2.0
W01E124391,Endometriosis,1.0
W01Y101693,Heart,1.0
W01E110008,Stomach,1.0
W13265,Inner Ear Infection,2.0
W28652,Artery Blockage,1.0
W01Y100757,Diabetic Nerve Problem,1.0
W01E117819,Crohn's Disease,1.0
W25852,Hiatal Hernia,2.0
W01E101507,Myocardial Ischemia,2.0
W01Y100289,Diabetic Nerve Problem,1.0
W01E126237,Stomach,2.0
W01Y114179,C-Section,1.0
W01E122703,Stomach Cross Section,1.0
W03512,Asthma Inhaler,1.0
W01E105641,Celiac Disease,1.0
W06293,Diverticulitis,1.0
W01E131289,Urinary Incontinence,1.0
W01E133882,Atrial Fibrillation,1.0
W01E120800,Appendicitis,1.0
W01E121150,Lung Cancer,1.0
W01Y101306,Gallbladder Anatomy,1.0
W27097,HPV,1.0
W07574,Diabetic Nerve Problem,1.0
W01E118399,Hemorrhoids,1.0
W09710,Urinary System,1.0
W01E122824,Large Intestine Cross Section,1.0
W01E127793,Hiatal Hernia,1.0
W03590,Colon,1.0
W01E105643,Leg,2.0
W01Y108726,Pertussis,2.0
W01E104609,Cardiac Catheterization,1.0
W01E114349,Foot,1.0
W01Y107430,Varicose Veins,1.0
W01E128765,Melanoma,1.0
W01E119668,Astigmatism,1.0
W39703,Breast,1.0
W13932,Heart Failure,1.0
W15933,Shoulder,1.0
W37607,Asthma Inhaler,1.0
W35367,Wagner Classification,1.0
W01E132408,Lymphatic System,1.0
W01E100949,Spine,1.0
W05466,Thorax,2.0
W01E132638,Urinary System,1.0
W01E120551,Spine,2.0
W01E115846,Blood Clot in Vein,1.0
W01E116867,Type 2 Diabetes - Glucose Absorption,1.0
W37461,Liver Cancer,2.0
W01Y100740,Migraine,1.0
W01E114429,Multiple Sclerosis,1.0
W07600,Pancreas Anatomy,1.0
W01Y111767,Diabetic Retinopathy,1.0
W31189,Arm,1.0
W01Y104502,Prostate Brachytherapy,2.0
W01Y107743,Teeth,1.0
W01E130305,Barrett's Esophagus,1.0
W01E129871,Mole Mapping,1.0
W34224,Spine,1.0
W25000,Liver,1.0
W01E129474,Lung,2.0
W01Y101911,Neck,1.0
W01E105638,Immunotherapy,1.0
W01E121150,Small Cell Lung Cancer,1.0
W01E107352,Eye,1.0
W04142,Pancreas Anatomy,1.0
W01E130900,Influenza,1.0
W01E128969,Endometriosis,1.0
W01Y100182,Varicose Veins,1.0
W01E127163,Adam Insulin ,1.0
W01E110047,Pancreatic Cancer,1.0
W35439,Diabetes Type 2 Glucose Transport,1.0
W01Y104551,Bladder Cancer,1.0
W20228,Thyroid Nodules,1.0
W35599,Pneumonia,1.0
W26271,Irritable Bowel Syndrome,2.0
W01E121883,Smokers Lung,2.0
W01E127856,Pancreatic Bile Duct,1.0
W01E108879,Pancreas Anatomy,1.0
W01E133764,Arm,2.0
W01E130252,Neck,1.0
W01E115295,Colonoscopy,1.0
W01Y101484,Atherosclerosis,1.0
W01E122793,Shoulder,1.0
W01E118921,Neck,1.0
W14100,Urinary Tract Infection,1.0
W01E132408,Arm,2.0
W01E110653,Hiatal Hernia,1.0
W01E114427,Mohs Surgery,1.0
W01E114427,Asthma Inhaler,1.0
W01E110297,Diverticulitis,1.0
W27635,Coronary Artery Bypass Grafting (CABG),1.0
W01E110829,Adam Insulin ,1.0
W00604,Heart,1.0
W01E105678,Vasculature,2.0
W09501,Abdomen,1.0
W01Y104445,Artery Blockage,1.0
W01E100966,Neck,1.0
W01Y106331,Kyphosis,2.5
W38144,Diabetic Nerve Problem,1.3333333333333333
W01Y110716,Rheumatoid Arthritis,1.2
W01Y111662,Uterine Fibroids,2.111111111111111
W01E119546,Barrett's Esophagus,2.0
W01E102466,Ulcerative Colitis,5.0
W01E122191,Colon Polyps,2.2857142857142856
W01E133194,Asthma Inhaler,1.0
W01E124260,Lung,1.0
W01E100041,Hypoglycemia,1.25
W11771,Cardiac Catheterization,2.0
W02763,HIV Life Cycle,1.0
W01E120490,Adam Insulin ,1.0
W01E134234,Spine,2.5555555555555554
W06985,Crohn's Disease,1.0
W08273,Heart,2.9444444444444446
W01E125609,Diabetic Retinopathy,1.0
W01E113656,Varicose Veins,1.2926829268292683
W01E129115,Heart,2.0952380952380953
W13154,Deep Vein Thrombosis,1.0
W01Y111776,Rheumatoid Arthritis,1.5
W37872,Urinary System,2.945945945945946
W01Y106319,Leukemia,2.0
W01Y108900,Uterus,1.0
W01E133972,IUD Placement,1.0
W01E109205,Thyroid Cancer,1.0
W01E116722,Hemorrhoids,1.0
W01Y100988,Saccular Aneurysm,2.0
W01Y104000,Abdomen,1.5
W05454,Heart,2.625
W01E132996,Lung,1.0
W01E126800,Osteoporosis,1.0
W01Y111193,Rheumatoid Arthritis,2.0
W08736,Diabetic Nerve Problem,1.0
W38765,Teeth,1.0
W01E101077,Angina,1.21875
W06747,Thyroid Nodules,1.0
W01Y100390,Pancreatic Bile Duct,1.3333333333333333
W13628,Heart Failure,2.0
W13628,Shoulder,1.5
W01E111023,Abdomen,1.0
W01Y104456,Artery Blockage,1.0
W01E102003,Leg,1.5714285714285714
W38307,Acid Reflux,1.0
W01E119709,Strep Throat,1.3333333333333333
W01E106275,McDonald's Criteria,1.0
W01Y104047,Heart,1.8387096774193548
W38521,Diabetic Foot Complications,1.0
W01Y100809,Heart Failure,2.0
W01E106784,Heart,1.16
W01E104229,Chemotherapy IV,1.0
W01E131742,Mammography,1.0
W01E114664,Abdomen,1.0
W01E124993,Torn Medial Meniscus,1.5
W01Y114965,Teeth,1.0
W01E118923,Colon Polyps,1.0
W01E104734,Osteoarthritis,1.0
W27230,Kyphosis,1.0
W01E118399,Stomach,1.0
W01E118399,Lyme Disease,1.0
W42883,Stomach,1.0
W01Y114161,Low Testosterone,1.0
W01E100747,Spine,1.0
W01E119472,Neck,1.0
W01E112121,IUD Placement,1.0
W01Y103181,Prostate Anatomy Tour,3.3333333333333335
W01E128823,Barrett's Esophagus,1.0
W01Y106735,Endometriosis,1.0
W01E104527,Malar Rash on Face,1.0
W27869,Diabetic Nerve Problem,1.5
W13870,Heart,1.3333333333333333
W03111,Skin,1.5
W01E103997,Ear,1.0
W01Y103393,Basal Cell Carcinoma,1.0
W36965,Hypercholesterolemia,1.0
W16082,Shoulder,1.0
W01E121223,Osteoarthritis,1.0
W01E131573,Hand,1.2
W01E114968,Heart Failure,1.0
W01E108038,Spine,4.25
W01E103850,Torn Rotator Cuff,1.2
W01Y102158,Urinary Tract Infection,1.0
W01E128742,Spine,1.0
W14493,Fusiform Aneurysm,1.0
W01E133477,Osteoporosis,1.0
W20127,Neck,1.0
W15763,Reproductive,1.0
W01E119705,Hyperparathyroidism,1.5
W01Y100218,Pelvis,1.1
W01Y111656,Uterine Fibroids,1.0
W01E104174,Hypoparathyroidism,1.5
W01E101292,Endometriosis,1.0
W39969,Mitral Valve Regurgitation,1.0
W01E100959,Brain,2.0
W14698,Anal Fissure,1.0
W01E124249,Irritable Bowel Syndrome,1.0
W01E129871,Neck,2.0
W01E120496,Large Intestine Cross Section,1.9166666666666667
W05631,Aortic Valve Stenosis,1.5
W42938,Neck,3.0
W01E132648,Vasculature,2.0
W01E124249,Insulin and Glucose,1.0
W01E130080,Diabetic Foot Complications,1.0
W01E102118,Implantable Port,1.0
W01E122705,Varicose Veins,1.0
W01E118562,Kyphosis,1.0
W01E115890,Endoscopy,1.0
W01Y111981,Torn Rotator Cuff,3.0
W06122,Stomach,2.0
W06971,Adam Insulin ,2.0
W13688,Atrial Fibrillation with Conduction System,2.0
W26110,Insulin and Glucose,2.0
W25000,Adam Insulin ,1.5
W06339,Artery Blockage,1.0
W01E104105,Thorax,1.0
W49019,Prostate Brachytherapy,1.0
W07410,Thyroid Cancer,1.0
W01E128742,Pregnancy,2.5
W01E119661,Teeth,2.0
W27850,Advanced Atherosclerosis,1.0
W01Y104584,Gastric Outlet Obstruction,2.0
W35101,Colon Polyps,3.0
W39034,Gallbladder Anatomy,1.0
W01E120154,Neck,2.6
W01E128796,Arm,1.0
W01Y101626,Thorax,2.5
W01E134713,Ankylosing Spondylitis,1.3333333333333333
W01E121983,Diabetes Type 1 Insulin Release,1.0
W01E131774,Pancreatic Cancer,1.0
W01Y101528,Diabetic Foot Complications,1.0
W01Y112346,Barrett's Esophagus,1.0
W01E120410,Hemorrhoids,1.0
W01E123793,Low Testosterone,1.0
W01E107068,Angina,1.5
W37461,Strep Throat,1.0
W09589,Ear,2.5
W26113,Enlarged Parathyroid Gland,1.0
W01E117630,Neck,3.0
W01E101687,Enlarged Parathyroid Gland,1.5
W01Y101011,Ear,1.0
W01E109447,Pancreas Anatomy,1.0
W01374,Acne,1.0
W01E119663,Neck,1.6666666666666667
W13811,Thorax,1.0
W01E131997,Hypoparathyroidism,5.0
W01Y108139,Diabetic Nerve Problem,2.0
W01E115319,Osteoarthritis,1.0
W26048,Deep Vein Thrombosis,2.0
W01E108382,Mitral Valve Regurgitation,1.0
W09969,Abdomen,1.2
W05496,Knee,1.0
W01E130315,Insulin and Glucose,3.0
W01E119802,Adam Insulin ,1.6666666666666667
W01E114900,Psoriatic Arthritis,1.0
W01E120496,Basal Cell Carcinoma (Gross),2.7777777777777777
W01E105770,Osteoporosis,1.75
W01Y110716,Diabetic Nerve Problem,1.3
W01E116000,Type 2 Diabetes - Glucose Absorption,1.0
W01Y109614,Diabetic Retinopathy,1.0
W01E123919,Atrial Fibrillation with Conduction System,1.3333333333333333
W03929,Adam Insulin ,1.0
W01Y111662,Endometrial Cancer,1.0
W09023,Hand,3.0
W34482,Diabetes Type 2 Glucose Transport,1.0
W10164,Urinary System,1.0
W08884,Varicose Veins,2.75
W01E116714,Kidney Stones,1.75
W16164,GERD,2.0
W01E112871,Lung,2.0
W01Y104842,Diabetic Nerve Problem,1.0
W01106,Teeth,2.0
W01E104077,Diabetic Foot Complications,1.0
W01E128806,Crohn's Disease,1.3333333333333333
W14701,Liver Cancer,1.0
W02719,Colon Polyps,1.0
W01E106116,Lymphatic System,1.0
W01E110111,Neck,1.0
W01E112185,Thorax,1.0
W01E133147,Psoriasis,1.0
W01Y107680,Anal Fissure,1.0
W01E127061,Pancreatic Bile Duct,1.0
W01E106198,Asthma Inhaler,1.0
W01E128994,Head,1.0
W01E116871,Diabetic Foot Complications,1.0
W19458,Pancreas Anatomy,1.0
W01E100406,Abdomen,1.25
W01E125663,Osteoporosis,1.0
W01E116375,Asthma Inhaler,1.0
W01E121197,Chemotherapy IV,1.0
W01E134548,Depression: Brain Activity,1.0
W01E103355,Leg,1.0
W01E128623,Vasculature,2.75
W01Y103990,Diabetes Type 1 Glucose Absorption,5.666666666666667
W01E124896,Heart,2.6666666666666665
W01Y103998,Vaginal Birth,1.0
W01E117859,Heart,1.5
W08254,Blood Clot in Vein,1.0
W01E110469,Hiatal Hernia,1.0
W01Y112846,Eye,1.0
W01E105464,Allergic Rhinitis,2.0
W38646,Comminuted Fracture,1.0
W36605,Pancreas Anatomy,1.0
W01E111180,External Beam Radiation,1.4
W07061,Head,2.0
W01E129255,Prostate Anatomy Tour,1.0
W01E128998,Hiatal Hernia,1.0
W01E101084,Diabetic Nerve Problem,1.0
W01E129875,Stomach Cross Section,1.0
W01E101481,Pancreas Anatomy,1.0
W01Y100809,Atherosclerosis,2.0
W01E100478,Ear,2.2
W01Y109274,Spine,2.0
W01E119546,Thorax,1.0
W01Y112475,Advanced Atherosclerosis,2.0
W13707,Pancreatic Bile Duct,1.75
W00732,Basal Cell Carcinoma,2.0
W01E107212,Spine,1.0
W37468,Heart,1.0
W01E111513,Torn Rotator Cuff,1.0
W13433,Shoulder,3.0
W01E119728,Pancreas Anatomy,1.25
W01E108247,Vasculature,1.6666666666666667
W01E125455,Urinary Incontinence,4.7272727272727275
W01Y106210,Leg,1.0
W01E122936,Atherosclerosis,2.0
W01E122352,Gastric Outlet Obstruction,1.0
W19275,Lupus,1.5
W01E102487,Diabetic Retinopathy,1.0
W01E106980,Cardiac Catheterization,1.0
W14678,Kidney,1.6666666666666667
W01E100350,Atrial Fibrillation with Conduction System,1.8333333333333333
W01E108477,Varicose Veins,1.4444444444444444
W38307,Insulin and Glucose,1.0
W28473,Lymph Nodes around Uterus,1.0
W20297,Osteoporosis,1.0
W10440,Heart Failure,1.0
W16111,Spine,2.0
W01E119293,Tuberculosis,1.0
W01Y100598,Spine,1.0
W24560,Diabetic Nerve Problem,1.0
W01E125693,Diabetes Type 2 Glucose Transport,1.25
W01E114901,Abdomen,1.0
W01Y106449,Colon Cancer,1.5
W25824,Asthmatic Airways,1.0
W01E132310,Back Pain,2.0
W01E128458,Osteoarthritis,1.0
W05098,Diabetes Type 2 Glucose Transport,1.0
W01E107378,Leukemia,1.0
W35439,Heart,1.25
W01E116375,Arm,1.6
W01Y108152,Liver Cirrhosis,1.0
W25441,Systems,1.0
W01E110144,Pelvis,3.75
W01106,Leg,1.0
W01Y112145,Pancreas Anatomy,1.5
W01E108140,Diabetic Nerve Problem,1.2
W01E129127,Thorax,1.0
W01E129094,High Blood Pressure,2.0
W49051,Arm,1.0
W15577,Asthma Inhaler,1.0
W01374,Diabetes Type 1 Insulin Release,1.0
W14784,Low Testosterone,1.0
W01Y106454,Gallbladder Anatomy,1.0
W01E112405,Stye,1.0
W01Y103994,Thyroid Nodules,3.0
W01E118923,Deep Vein Thrombosis,1.6666666666666667
W01E129549,Eye,1.0
W06040,Psoriatic Arthritis,1.0
W39987,Leg,1.0
W01E134647,Osteoarthritis,1.0
W11163,Shoulder,1.0
W06638,Prostate Cancer,1.2222222222222223
W26628,Artery Blockage,1.2
W01Y104700,Pancreas Anatomy,2.0
W01Y103993,Astigmatism,1.0
W04103,Teeth,1.0
W25725,Pulmonary Edema,1.0
W01E128623,Colonoscopy,2.5
W26864,Ulcerative Colitis,1.25
W01Y100314,Heart,1.0
W00836,ADHD,2.5
W01E119171,Diverticulitis,1.0
W01Y109141,Diabetic Nerve Problem,1.0
W39860,Head,1.0
W01842,Diabetic Retinopathy,1.5714285714285714
W01Y105988,Diabetic Nerve Problem,1.0
W01E127501,Shoulder,2.5
W01Y104829,Neck,1.0
W01E133193,Spine,1.2727272727272727
W01E112281,GERD,2.0
W03250,Diabetic Foot Complications,1.0
W01E104174,Insulin and Glucose,1.9
W38404,Low Testosterone,1.0
W01E111460,Appendicitis,1.0
W01E132627,Cardiac Catheterization,1.0
W01E107486,Esophagus,1.75
W01E100040,Aplastic Anemia,2.0
W04961,Colon Polyps,1.5
W42931,Vasculature,1.6666666666666667
W04964,Diabetes Type 1 Insulin Release,1.0
W01E108257,Shoulder,1.6666666666666667
W01E123923,Hiatal Hernia,1.0
W01Y102269,Scoliosis,2.0
W01Y113812,Teeth,2.0
W01E101682,Neck,1.0
W07998,Pancreas Anatomy,1.0
W01E112068,Type 2 Diabetes - Glucose Absorption,1.0
W01Y104683,Barrett's Esophagus,2.0
W01E119718,Mole Mapping,2.0
W01E109441,Shoulder,1.5
W01Y104416,Large Intestine Cross Section,2.0
W27309,Asthma Inhaler,1.0
W24667,Prostate Cancer,2.0
W01E111071,Artery Blockage,2.5
W01E116869,Cervix Anatomy,1.0
W06293,Heart,1.5
W01E103392,Heart,2.0
W01E128886,Neck,1.0
W11163,Low Testosterone,1.0
W25799,Concussion: Brain Injury,1.0
W01E132310,Torn Rotator Cuff,1.0
W01Y103650,Pancreas Anatomy,1.0
W01E129549,Torn Rotator Cuff,1.0
W01E115690,Systems,2.0
W11297,Spine,1.0
W01Y105663,Sinus,1.0
W01E116903,Thorax,1.0
W01E115890,Wagner Classification,1.0
W01E104687,Depression: Brain Activity,1.0
W01E130829,Irritable Bowel Syndrome,1.0
W01Y107137,Urinary System,1.0
W01E122677,Diabetic Retinopathy,1.0
W01E105557,Gout,1.3333333333333333
W03768,GERD,2.8333333333333335
W01E118852,Peripheral Anemia,1.0
W19797,Spine,5.5
W25824,ABCDE Moles,1.0
W01Y112373,Asthma Inhaler,1.0
W01E102362,Insulin and Glucose,1.0
W01E109806,Varicose Veins,1.0
W01E123502,Large Intestine Cross Section,1.25
W15800,Thorax,1.0
W01E119716,Artery Blockage,1.5
W01E111608,Blood Clot in Vein,1.25
W11161,C-Section,1.0
W01E128973,Liver,1.0
W01Y113013,Pelvis,1.0
W43920,Adam Insulin ,1.0
W16019,Vasculature,1.0
W01E110112,Abdomen,1.0
W01611,Lung,3.0
W13433,Head,1.0
W01Y112523,Diabetes Type 1 Glucose Absorption,1.0
W01E108879,Crohn's Disease,1.0
W38744,Neck,2.6666666666666665
W01E132665,Neck,1.0
W35822,Thyroid Nodules,1.5
W01E127969,Adam Insulin ,1.25
W14487,Brain,1.0
W01E120561,Asthmatic Airways,1.0
W01Y110412,Back Pain,1.25
W01E130733,COPD,1.0
W43370,Neck,1.3333333333333333
W01E112086,Ventricular Fibrillation with Conduction System,1.5
W01E114349,Pelvis,1.0
W01E125607,Astigmatism,1.0
W01E119711,Hypoglycemia,1.0
W01E118928,Diabetic Nerve Problem,2.0
W01E100948,Spine,1.6
W01E110849,Heart,2.6666666666666665
W01E125610,Uterus,3.6666666666666665
W01E105909,Atrial Fibrillation,1.5
W01E100336,Lymphatic System,1.0
W01Y112083,Stomach,2.0
W01E105909,Chemotherapy IV,1.0
W01Y112328,Diabetic Nerve Problem,1.0
W11267,Esophagus,2.3333333333333335
W05692,Basal Cell Carcinoma,1.0
W01E114664,Thyroid Nodules,1.5
W05771,Vasculature,1.0
W01Y102318,Endometriosis,1.0
W01E122012,Dry Skin,1.25
W01E100969,Breast,2.0
W10082,Type 2 Diabetes - Glucose Absorption,1.0
W01E101077,Heart,1.0952380952380953
W01E114831,Diabetic Nerve Problem,1.0
W01E105911,Hepatitis C,1.0
W42795,Prostate Anatomy Tour,2.0
W01Y108749,Enlarged Parathyroid Gland,1.0
W16113,Head,1.7777777777777777
W27361,Psoriatic Arthritis,1.0
W26270,Vasculature,1.0
W31100,Bladder,1.0
W01Y111492,Spine,1.4285714285714286
W01E106813,Shoulder,1.0
W25537,Acid Reflux,1.6666666666666667
W05267,Spine,1.0
W14249,Gout,1.0
W08356,Inner Ear Infection,1.5
W01E119661,Hand,1.0
W39827,Lung,1.0
W35599,Shoulder,1.0
W01E106072,Thorax,1.0
W01Y108346,Rosacea,1.0
W32136,Wagner Classification,1.0
W01Y102338,Pancreas Anatomy,1.0
W01E114315,Neck,1.3333333333333333
