asset_id,jun_avg_timeout_sessions,jun_avg_Crash_sessions,jun_avg_exit_sessions,jul_avg_timeout_sessions,jul_avg_Crash_sessions,jul_avg_exit_sessions,aug_avg_timeout_sessions,aug_avg_Crash_sessions,aug_avg_exit_sessions,sept_avg_timeout_sessions,sept_avg_Crash_sessions,sept_avg_exit_sessions,oct_avg_timeout_sessions,oct_avg_Crash_sessions,oct_avg_exit_sessions,nov_avg_timeout_sessions,nov_avg_Crash_sessions,nov_avg_exit_sessions
W01E120085,,,,,,,,,,,,,,,,1.0,,
W01E129141,,,,,,,,,,1.0,,,,,,,,
W01E102135,,,,,,1.0,,,,,,,,,,,,
W01E128875,,,,,,,,,,1.25,,,,,,,,
W01E109733,,,,,,,,,,1.8333333333333333,,,,,,,,
W01E105264,1.25,,,,,,,,,,,,,,,,,
W01E131784,,,,,,,,,,,,,,,,1.0,,
W01E129704,,,,,,,,,,1.1666666666666667,,,,,,,,
W01E120172,1.8571428571428572,,,,,,,,,,,,,,,,,
W01E105141,,,,,,,,,,,,,1.0,,,,,
W01E101111,1.2857142857142858,,,,,,,,,,,,,,,,,
W01E125223,,,,,,,,,,1.0,,,,,,,,
W01E117023,1.1428571428571428,,,,,,,,,,,,,,,,,
W01E122153,,,,,,,,,,,,,,,,,,1.0
W01E101403,,,,1.5,,,,,,,,,,,,,,
W01E126695,,,,,,,,,,,,,,,,1.5555555555555556,,
W01E133367,,,,1.6666666666666667,,,,,,,,,,,,,,
W01E120261,1.6,,,,,,,,,,,,,,,,,
W01E113734,,,,,,,1.4,,,,,,,,,,,
W01E130432,,,,,,,1.0,,,,,,,,,,,
W01E107686,,,,,,,,,,1.25,,,,,,,,
W01E120751,,,,1.0,,,,,,,,,,,,,,
W01E126733,1.25,,,,,,,,,,,,,,,,,
W01E102621,,,,,,,,,,,,,,,,1.0,,
W01E132677,,,,,,,,,,1.0,,,,,,,,
W01E122317,1.0,,,,,,,,,,,,,,,,,
W01E103232,,,,,,,,,,,,,1.25,,,,,
W01E127037,,,,,,,1.0,,,,,,,,,,,
W01E122105,2.4444444444444446,,,,,,,,,,,,,,,,,
W01E109804,1.3333333333333333,,,,,,,,,,,,,,,,,
W01E124835,,,,,,,1.6,,,,,,,,,,,
W01E117014,,,,,,,1.75,,,,,,,,,,,
W01E108654,,,,,,1.1428571428571428,,,,,,,,,,,,
W01E134025,,,,,,,2.0,,,,,,,,,,,
W01E134105,,,,,,,1.3333333333333333,,,,,,,,,,,
W01E117385,,,,,,,,,,,,,,,,1.2857142857142858,,
W01E133650,,,,,,,,,,1.2,,,,,,,,
W01E129226,,,,,,,1.0,,,,,,,,,,,
W01E125935,,,,,,,1.3333333333333333,,,,,,,,,,,
W01E105400,,,,,,,1.0,,,,,,,,,,,
W01E124698,,,,1.0,,,,,,,,,,,,,,
W01E128101,,,,,,,1.0,,,,,,,,,,,
W01E105884,,,,,,,,,,,,,,,,,,1.0
W01E122286,,,,,,,,,,1.25,,,,,,,,
W01E106996,,,,,,,,,,,,1.0,,,,,,
W01E122162,1.0,,,,,,,,,,,,,,,,,
W01E122673,,,,2.6,,,,,,,,,,,,,,
W01E127438,,,,,,,,,,,,,1.7272727272727273,,,,,
W01E119753,,,,,,,,,,,,,,,,,,1.0
W01E122595,,,,,,,,,,,,,,,,1.0,,
W01E133726,,,,,,,,,,1.0,,,,,,,,
W01E126142,,,,,,,,,,2.6666666666666665,,,,,,,,
W01E104260,,,,,,,1.8,,,,,,,,,,,
W01E103057,,,,,,,,,,,,,2.0,,,,,
W01E103434,1.0,,,,,,,,,,,,,,,,,
W01E128196,,,,1.25,,,,,,,,,,,,,,
W01E126589,,,,,,,,,,,,,1.6666666666666667,,,,,
W01E119307,,,,,,,,,,1.1666666666666667,,,,,,,,
W01E105408,,,,,,,,,,,,,1.25,,,,,
W01E127885,,,,2.0,,,,,,,,,,,,,,
W01E102103,,,,,,,,,,,,,,,,1.0,,
W01E121055,,,,,,,1.875,,,,,,,,,,,
W01E101920,,,,,,,,,,,,,1.4285714285714286,,,,,
W01E119548,,,,1.6666666666666667,,,,,,,,,,,,,,
W01E103135,,,,,,,,,,,,,,,,1.6,,
W01E134344,,,,,,,1.5714285714285714,,,,,,,,,,,
W01E117222,,,,,,,1.4285714285714286,,,,,,,,,,,
W01E122920,,,,,,,,,,,,,,,,1.0,,
W01E117512,,,,,,,,,,1.3333333333333333,,,,,,,,
W01E132697,1.8181818181818181,,,,,,,,,,,,,,,,,
W01E131264,,,,1.0,,,,,,,,,,,,,,
W01Y102660,1.2857142857142858,,,,,,,,,,,,,,,,,
W01E111168,,,,,,,,,,2.0,,,,,,,,
W01E103131,,,,,,,,,,1.0,,,,,,,,
W01E134320,,,,,,,,,,,,,2.3333333333333335,,,,,
W01E109598,,,,,,,,,,,,,1.2222222222222223,,,,,
W01E129146,,,,,,1.0,,,,,,,,,,,,
W01E123955,1.25,,,,,,,,,,,,,,,,,
W01E104652,,,,,,,,,1.0,,,,,,,,,
W01E129995,2.8666666666666667,,,,,,,,,,,,,,,,,
W01E119859,,,,,,,,,,2.0,,,,,,,,
W01Y105011,,,,,,,,,,,,,1.3333333333333333,,,,,
W01E114053,,,,1.7142857142857142,,,,,,,,,,,,,,
W01E130481,,,,,,,,,,,,,2.0,,,,,
W01E127957,,,1.0,,,,,,,,,,,,,,,
W01E100268,,,,,,,,,,1.0,,,,,,,,
W01E107855,,,,,,,,,,1.3333333333333333,,,,,,,,
W01E129486,,,,,,,,,,,,,2.0,,,,,
W01E132744,,,,,,,,,,,,,1.25,,,,,
W01E130680,,,,,,,,,,,,,,,,1.25,,
W01E111157,,,,,,,1.5,,,,,,,,,,,
W01Y102515,,,,,,,,,,,,,1.5,,,,,
W01E109858,1.0,,,,,,,,,,,,,,,,,
W01E128949,,,,1.25,,,,,,,,,,,,,,
W01E120673,,,,,,,,,,2.0,,,,,,,,
W01E121139,,,,,,,,,,,,,1.75,,,,,
W01E129092,1.0,,,,,,,,,,,,,,,,,
W01E111340,1.0,,,,,,,,,,,,,,,,,
W01E133419,1.5,,,,,,,,,,,,,,,,,
W01E109282,,,1.0,,,,,,,,,,,,,,,
W01E130971,,,,1.2222222222222223,,,,,,,,,,,,,,
W01E104259,,,,2.5,,,,,,,,,,,,,,
W01E131147,1.8,,,,,,,,,,,,,,,,,
W01E120576,,,,,,,,,,,,,1.25,,,,,
W01E130376,,,,1.75,,,,,,,,,,,,,,
W01E122132,,,,,,1.0,,,,,,,,,,,,
W01E134474,,,,1.6428571428571428,,,,,,,,,,,,,,
W01Y103709,,,,,,,,,,1.1666666666666667,,,,,,,,
W01Y103869,,,,,,,,,,,,,3.375,,,,,
W01E122741,,,,,,,3.0,,,,,,,,,,,
W01Y103791,,,,,,,,,,,,,1.0,,,,,
W01E129588,,,,,,,,,,1.25,,,,,,,,
W01E134412,2.0,,,,,,,,,,,,,,,,,
W01E112792,,,,,,,2.5,,,,,,,,,,,
W01E105659,1.0,,,,,,,,,,,,,,,,,
W01E120375,,,,,,,,,,,,,,,1.0,,,
W01E118443,,,,,,,3.2941176470588234,,,,,,,,,,,
W01E127669,,,,,,,,,,,,,,,,2.7777777777777777,,
W01E115081,1.0,,,,,,,,,,,,,,,,,
W01E102868,,,,,,,,,,,,,,,,1.0,,
W01E106397,1.3333333333333333,,,,,,,,,,,,,,,,,
W01E130324,,,,1.3333333333333333,,,,,,,,,,,,,,
W01E108649,,,,,,,,,,1.5,,,,,,,,
W01E133840,,,,1.25,,,,,,,,,,,,,,
W01E110835,,,,1.0,,,,,,,,,,,,,,
W01E117838,1.5,,,,,,,,,,,,,,,,,
W01E103084,,,,,,,,,,,,,1.0,,,,,
W01E134077,,,,,,,,,,,,,,,,1.0,,
W01Y104169,,,,1.0,,,,,,,,,,,,,,
W01E109649,,,,1.1666666666666667,,,,,,,,,,,,,,
W01E100413,,,,,,,,,,,,,1.3333333333333333,,,,,
W01E109986,,,1.0,,,,,,,,,,,,,,,
W01E125288,,,,1.25,,,,,,,,,,,,,,
W01E102109,,,,,,,2.1538461538461537,,,,,,,,,,,
W01E131713,,,,,,,1.0,,,,,,,,,,,
W01E101637,,,,,,,,,,1.0,,,,,,,,
W01E132206,,,,,,,1.5,,,,,,,,,,,
W01E113042,,,,,,,,,,2.0,,,,,,,,
W01E124632,,,,,,,,,,1.3333333333333333,,,,,,,,
W01E115498,,,,,,,,,,,,,2.2,,,,,
W01E121019,,,,1.75,,,,,,,,,,,,,,
W01E122588,,,,1.3333333333333333,,,,,,,,,,,,,,
W01E107185,1.2222222222222223,,,,,,,,,,,,,,,,,
W01E102340,,,,,,,,,,1.75,,,,,,,,
W01E102313,,,,,,,1.0,,,,,,,,,,,
W01E107896,,,,,,,,,,,,,,,,1.1428571428571428,,
W01E129200,,,,,,,1.2,,,,,,,,,,,
W01E100278,,,,1.6666666666666667,,,,,,,,,,,,,,
W01E129746,2.3076923076923075,,,,,,,,,,,,,,,,,
W01E129630,,,,,,,1.0,,,,,,,,,,,
W01E103847,,,,,,,,,,,,,,,,1.0,,
W01E134679,,,,,,,,,,,,,,,1.0,,,
W01E126141,2.4375,,,,,,,,,,,,,,,,,
W01E103811,1.2857142857142858,,,,,,,,,,,,,,,,,
W01E110383,1.2,,,,,,,,,,,,,,,,,
W01E115002,,,,1.3333333333333333,,,,,,,,,,,,,,
W01E105661,,,,,,,,,,,,,,,,1.0,,
W01E134210,1.3333333333333333,,,,,,,,,,,,,,,,,
W01E128116,,,,,,,,,,1.6666666666666667,,,,,,,,
W01E110648,,,,,,,,,,1.5,,,,,,,,
W01E130991,,,,,,,,,,,,,2.0,,,,,
W01E118611,,,,,,,,,,,,,1.5,,,,,
W01E129994,,,,,,,,,,1.2,,,,,,,,
W01E125636,1.25,,,,,,,,,,,,,,,,,
W01E125846,,,,,,,,,,,,,,,,1.3333333333333333,,
W01E129751,1.8571428571428572,,,,,,,,,,,,,,,,,
W01E125140,,,,,,,4.0,,,,,,,,,,,
W01E129618,,,,,,,,,,,,,2.0,,,,,
W01E109140,,,,,,,,,,1.0,,,,,,,,
W01E132853,,,,,,,,,,,,,1.25,,,,,
W01E131140,,,,1.7272727272727273,,,,,,,,,,,,,,
W01E118616,,,,1.25,,,,,,,,,,,,,,
W01E126712,,,,1.6,,,,,,,,,,,,,,
W01E131314,,,,,,,,,,1.7272727272727273,,,,,,,,
W01Y104958,,,,,,,,,,,,,1.6666666666666667,,,,,
W01E123137,,,,,,,,,,,,,,,,1.25,,
W01E120448,1.5,,,,,,,,,,,,,,,,,
W01E131932,,,,1.6666666666666667,,,,,,,,,,,,,,
W01E134521,,,,,,,1.25,,,,,,,,,,,
W01E123604,,,,,,,,,,3.090909090909091,,,,,,,,
W01E103196,,,,,,,,,,,,,,,,,,1.0
W01E102373,,,,,,,,,,1.2857142857142858,,,,,,,,
W01E110363,,,,,,,,,1.0,,,,,,,,,
W01E112266,2.4,,,,,,,,,,,,,,,,,
W01E103650,,,,,,,,,,,,,,,,1.5555555555555556,,
W01E133999,,,,,,,,,,,,,1.0,,,,,
W01E105117,,,,1.25,,,,,,,,,,,,,,
W01E128586,,,,,,,,,,,,,,,,1.0,,
W01E104165,,,,,,,,,,,,,,,,1.8333333333333333,,
W01E125308,,,,,,,,,,1.5833333333333333,,,,,,,,
W01E116034,,,,,,,,,,,,,,,,1.0,,
W01E126122,,,,,,,,,,,,1.0,,,,,,
W01E102467,,,,,,,,,,,,,2.0,,,,,
W01E121989,1.0,,,,,,,,,,,,,,,,,
W01E100449,,,,1.0,,,,,,,,,,,,,,
W01E106734,1.0,,,,,,,,,,,,,,,,,
W01E110420,,,,,,,,,,,,,,,,2.2,,
W01E129750,,,,,,,1.0,,,,,,,,,,,
W01E133585,,,,,,,,,,,,1.0,,,,,,
W01E133403,1.0,,,,,,,,,,,,,,,,,
W01E116322,1.4,,,,,,,,,,,,,,,,,
W01E122438,,,,1.0,,,,,,,,,,,,,,
W01E126373,,,,,,,,,,,,,,,,1.0,,
W01E100933,,,,1.0,,,,,,,,,,,,,,
W01E131632,2.0,,,,,,,,,,,,,,,,,
W01E126443,1.3333333333333333,,,,,,,,,,,,,,,,,
W01E124444,1.0,,,,,,,,,,,,,,,,,
W01E111905,2.0,,,,,,,,,,,,,,,,,
W01E115142,1.0,,,,,,,,,,,,,,,,,
W01E122138,,,,,,,,,,,,,,,,,,1.0
W01E114644,,,,,,,,,,1.1666666666666667,,,,,,,,
W01E117033,,,1.0,,,,,,,,,,,,,,,
W01E125041,,,,,,,,,,1.0,,,,,,,,
DW07685,,,,,,,,,,,,,1.5714285714285714,,,,,
W01E108337,,,,,,,1.0,,,,,,,,,,,
W01E130705,,,,,,,,,,1.0,,,,,,,,
W01E131142,,,,,,1.0,,,,,,,,,,,,
W01E134256,,,,,,,,,,,,,1.0,,,,,
W01E123017,,,,,,,,,,,,,,,,1.3333333333333333,,
W01E117347,,,,1.0,,,,,,,,,,,,,,
W01E115196,,,,1.5,,,,,,,,,,,,,,
W01E104761,1.4,,,,,,,,,,,,,,,,,
W01E107356,,,,,,,1.0,,,,,,,,,,,
W01E121390,,,,1.0,,,,,,,,,,,,,,
W01E122708,1.0,,,,,,,,,,,,,,,,,
W01E102620,,,,,,,1.6666666666666667,,,,,,,,,,,
W01E117345,,,,,,,1.0,,,,,,,,,,,
W01E107048,1.0,,,,,,,,,,,,,,,,,
W01E123641,,,,,,,,,,,,,,,,1.7272727272727273,,
W01Y103317,,,,,,,,,,,,,,,1.0,,,
W01E131275,,,,,,,,,,,,,1.2857142857142858,,,,,
W01E134646,,,,,,,,,,1.0,,,,,,,,
W01E120601,,,,,,1.0,,,,,,,,,,,,
W01E133291,,,,,,,,,,1.0,,,,,,,,
W01E122324,,,,,,,1.0,,,,,,,,,,,
W01E133510,,,,,,,1.5,,,,,,,,,,,
W01E106009,,,,,,,,,,,,,,,,1.3333333333333333,,
W01Y104555,,,,,,,,,,,,,1.2,,,,,
W01Y103644,,,,,,,,,,1.0,,,,,,,,
W01E106873,,,,,,,,,,,,,1.4,,,,,
W01E120522,,,,,,,,,,,,1.0,,,,,,
W01E129682,,,,,,,,,,,,,,,,2.0,,
W01E133740,,,,,,,,,,1.7142857142857142,,,,,,,,
W01E128113,,,,,,,,,1.0,,,,,,,,,
W01E100357,,,,,,,,,,,,,,,,1.0,,
W01E129271,,,,,,1.0,,,,,,,,,,,,
W01E103017,,,,,,,,,,,,,,,,1.0,,
W01E116623,,,,,,,1.0,,,,,,,,,,,
W01E101967,,,,,,,,,,,,,,,,1.6,,
W01E110811,,,,,,,1.3333333333333333,,,,,,,,,,,
W01E130135,,,,,,,,,,,,,1.5,,,,,
W01E103528,,,,,,,,,,,,,,,,1.2857142857142858,,
W01E129538,,,,,,,,,,3.0,,,,,,,,
W01E128641,1.5714285714285714,,,,,,,,,,,,,,,,,
W01Y100797,,,,,,,,,,,,,1.0,,,,,
W01E101057,,,,,,,,,,1.0,,,,,,,,
W01227,,,,,,,,,,,,,,,,1.0,,
W01E124397,,,,,,,,,,,,,,,,1.5,,
W01E103083,1.0,,,,,,,,,,,,,,,,,
W01E132177,,,,,,,,,,1.6666666666666667,,,,,,,,
W01E104492,,,,,,,,,,,,,1.3333333333333333,,,,,
W01E111370,1.0,,,,,,,,,,,,,,,,,
W01E122342,,,,,,,,,,,,,1.5,,,,,
W01E105830,,,,,,,,,,,,,,,,1.0,,
W01E106109,,,,,,,,,,,,,,,1.0,,,
W01E111031,,,,,,,,,,1.0,,,,,,,,
W01E133721,,,,,,,1.0,,,,,,,,,,,
W01E129146,,,,,,,1.0,,,,,,,,,,,
W01E123809,,,,,,,,,,1.6666666666666667,,,,,,,,
W01E122143,,,,1.2,,,,,,,,,,,,,,
W01E127410,,,,,,,1.3636363636363635,,,,,,,,,,,
W01E101061,,,,,,,1.2,,,,,,,,,,,
W01E123078,,,,,,,,,,,,,,,,1.0,,
W01E112528,,,,,,,,,,1.0,,,,,,,,
W01E123644,,,,,,,1.1666666666666667,,,,,,,,,,,
W01E123986,,,1.0,,,,,,,,,,,,,,,
W01E126314,1.6,,,,,,,,,,,,,,,,,
W01E109590,1.4615384615384615,,,,,,,,,,,,,,,,,
W01E133036,,,,,,,,,,,,,,,,1.0,,
W01E133263,,,,,,,,,,1.0,,,,,,,,
W01E103875,,,,1.0,,,,,,,,,,,,,,
W01E133446,,,,,,,,,,,,,,,,1.3333333333333333,,
W01E110866,,,,,,,,,,,,,1.0,,,,,
W01E132467,,,,,,,,,,1.25,,,,,,,,
W01E132091,,,,,,,1.0,,,,,,,,,,,
W01E129147,,,,,,,1.6666666666666667,,,,,,,,,,,
W01E124081,1.0,,,,,,,,,,,,,,,,,
W01E121763,,,,1.4,,,,,,,,,,,,,,
W01E105233,,,,,,,1.8333333333333333,,,,,,,,,,,
W01E107229,,,,,,,,,,,,,1.3333333333333333,,,,,
W01E107659,,,1.0,,,,,,,,,,,,,,,
W01E105189,1.0,,,,,,,,,,,,,,,,,
W01E128415,,,,,,,1.0,,,,,,,,,,,
W01Y104224,,,,,,,,,,,,,,,,1.2,,
W01E133308,,,,,,,,,,2.0,,,,,,,,
W01E122341,,,,,,,,,,,,,,,,1.6666666666666667,,
W01E106346,1.0,,,,,,,,,,,,,,,,,
W01E118835,,,,,,,,,,,,,,,,1.0,,
W01E118181,,,,,,,,,,1.2,,,,,,,,
W01E122395,,,,,,,,,,1.5714285714285714,,,,,,,,
W01E123194,,,,,,,,,,,,,1.5,,,,,
W01E108589,1.25,,,,,,,,,,,,,,,,,
W01E124790,,,,,,,,,,2.2,,,,,,,,
W01E102104,,,,,,,,,,1.0,,,,,,,,
W01E108336,,,,,,,,,,,,,1.1818181818181819,,,,,
W01E108330,,,,,,,,,,1.0,,,,,,,,
W01E128691,,,,,,,,,,,,,,,,2.0,,
W01E129998,,,,,,,,,,,,1.0,,,,,,
W01E133156,,,,,,,2.6363636363636362,,,,,,,,,,,
W01E107057,,,,,,,,,,,,,,,,1.5555555555555556,,
W01E108586,,,,,,,,,,1.4,,,,,,,,
W01E115671,,,,,,,1.5,,,,,,,,,,,
W01E124420,,,,,,,,,,,,,,,,1.7142857142857142,,
W01E108627,,,,,,,,,1.0,,,,,,,,,
W01E126764,,,,,,,,,,,,,1.5,,,,,
W01E129594,,,,,,,,,,,,,1.3333333333333333,,,,,
W01E108941,1.25,,,,,,,,,,,,,,,,,
W01E105297,,,,,,,,,,1.25,,,,,,,,
W01E121986,,,,,,,2.0,,,,,,,,,,,
W01E105649,,,,1.0,,,,,,,,,,,,,,
W01E127558,,,,,,,,,,,,,2.5833333333333335,,,,,
W01E132623,1.0,,,,,,,,,,,,,,,,,
W01E132565,,,,,,,,,,1.3333333333333333,,,,,,,,
W01E129899,,,,,,,,,,,,,1.1666666666666667,,,,,
W01E126963,,,,,,,,,,1.3333333333333333,,,,,,,,
W01E113470,,,,,,,2.375,,,,,,,,,,,
W01E128797,,,,2.176470588235294,,,,,,,,,,,,,,
W01E101645,,,,,,,,,,,,,,,1.0,,,
W01E109928,,,,,,,1.6,,,,,,,,,,,
W01E100612,,,,,,,,,,1.125,,,,,,,,
W01E108232,,,,1.0,,,,,,,,,,,,,,
W01E129508,,,,,,,,,,,,1.0,,,,,,
W01E111175,,,,,,,1.2,,,,,,,,,,,
W01E110432,1.0,,,,,,,,,,,,,,,,,
W01E111438,,,1.0,,,,,,,,,,,,,,,
W01E113138,,,,1.6363636363636365,,,,,,,,,,,,,,
W01E103388,,,,,,,1.5,,,,,,,,,,,
W01E126632,,,,,,,,,,2.0,,,,,,,,
W01E113092,,,,,,,,,,4.0,,,,,,,,
W01E104756,1.5,,,,,,,,,,,,,,,,,
W01E113140,,,,,,,1.0,,,,,,,,,,,
W01E104713,,,,,,,,,,,,,,,,4.375,,
W01E129399,,,,1.0,,,,,,,,,,,,,,
W01E112223,,,,,,,,,,,,,,,,1.0,,
W01E126390,,,,,,,,,,,,,3.0,,,,,
W01E130979,,,,1.0,,,,,,,,,,,,,,
W01E121737,,,,,,,,,,1.0,,,,,,,,
W01E129071,,,,,,,,,,,,,,,,3.0,,
W01E134267,1.75,,,,,,,,,,,,,,,,,
W01E107784,,,,,,,,,,,,,1.25,,,,,
W01E131233,,,,2.0,,,,,,,,,,,,,,
W01E100132,,,,,,,,,,,,,1.75,,,,,
W01E101317,,,,,,,,,,1.5,,,,,,,,
W01E126439,,,,,,,2.3333333333333335,,,,,,,,,,,
W01E134465,,,,,,,,,1.0,,,,,,,,,
W01E133053,,,,2.1,,,,,,,,,,,,,,
W01E125875,,,,,,,2.0,,,,,,,,,,,
W01E120253,,,,,,,,,,,,,,,,1.9090909090909092,,
W01E104759,,,,,,,,,,,,,1.0,,,,,
W01E118052,,,,1.2,,,,,,,,,,,,,,
W01E106529,1.0,,,,,,,,,,,,,,,,,
W01Y105029,,,,,,,1.1666666666666667,,,,,,,,,,,
W01E122220,,,,,,1.0,,,,,,,,,,,,
W01E122617,,,,,,,1.3333333333333333,,,,,,,,,,,
W01E106178,,,,,,,,,,1.3333333333333333,,,,,,,,
W01978,,,,,,,1.0,,,,,,,,,,,
W01E113393,,,,,,,,,,,,,1.0,,,,,
W01E120911,,,,,,,1.0,,,,,,,,,,,
W01E117074,,,,,,,,,,,,1.0,,,,,,
W01E130059,,,,,,,,,,,,,,,,2.8,,
W01E127035,1.25,,,,,,,,,,,,,,,,,
W01E120645,,,,,,,,,,,,,1.75,,,,,
W01Y101376,,,,1.4,,,,,,,,,,,,,,
W01E133796,,,,,,,,,,,,,,,,1.8,,
W01E134392,,,,,,,,,,,,,,,,1.0,,
W01E107665,,,,,,,,,,,,,2.2222222222222223,,,,,
W01E133106,,,,,,,,,,,,,1.125,,,,,
W01E116023,,,,,,,,,,1.4,,,,,,,,
W01E104824,,,,,,,,,,2.0,,,,,,,,
W01E117849,,,,,,,,,,1.0,,,,,,,,
W01E121246,,,,,,,,,,,,,,,,1.0,,
W01E120906,,,,,,,1.0,,,,,,,,,,,
W01E128498,,,,,,,,,,,,,2.0,,,,,
W01E118243,,,,,,,,,,,,,,,,1.0,,
W01E110305,,,,,,,1.0,,,,,,,,,,,
W01E134327,,,,,,,2.4166666666666665,,,,,,,,,,,
W01E102417,,,,1.0,,,,,,,,,,,,,,
W01E125093,,,,,,,,,,,,,,,,,,1.0
W01E122211,,,,,,,,,,,,,1.0,,,,,
W01E100351,1.1111111111111112,,,,,,,,,,,,,,,,,
W01E127807,,,1.0,,,,,,,,,,,,,,,
W01E115681,,,,,,,,,,,,,1.0,,,,,
W01E100872,,,,,,,1.0,,,,,,,,,,,
W01E133805,,,,,,,,,,,,,,,,1.3333333333333333,,
W01E121550,,,,,,,,,,,,,,,,1.0,,
W01E132869,,,,1.1428571428571428,,,,,,,,,,,,,,
W01E122117,,,,,,1.0,,,,,,,,,,,,
W01E117644,,,,,,,,,,1.7272727272727273,,,,,,,,
W01E112383,,,,,,,,,,2.0,,,,,,,,
W01Y104135,,,,,,,,,,,,,2.0,,,,,
W01E102368,,,,,,,,,,,,,2.0,,,,,
W01E128769,1.9,,,,,,,,,,,,,,,,,
W01Y103538,,,,,,,,,,,,,1.0,,,,,
W01E114709,,,,,,,,,,,,,1.5,,,,,
W01E113610,,,,,,,,,,,,,1.0,,,,,
W01E105961,1.2222222222222223,,,,,,,,,,,,,,,,,
W01E133135,,,,1.0,,,,,,,,,,,,,,
W01Y100592,,,,,,,1.0,,,,,,,,,,,
W01E100376,,,,,,,,,,1.0,,,,,,,,
W01E100543,,,,,,,1.8,,,,,,,,,,,
W01E133951,1.0,,,,,,,,,,,,,,,,,
W01E118146,,,,,,,,,,,,1.0,,,,,,
W01E130141,1.4,,,,,,,,,,,,,,,,,
W01Y103109,,,,,,,1.0,,,,,,,,,,,
W01E106627,,,,,,,1.0,,,,,,,,,,,
W01Y100318,,,,1.6,,,,,,,,,,,,,,
W01E125444,,,,,,,,,,,,1.0,,,,,,
W01E108471,,,,,,,,,,1.8333333333333333,,,,,,,,
W01E124360,,,,1.5,,,,,,,,,,,,,,
W01E130506,,,,,,,1.0,,,,,,,,,,,
W01E104811,1.0,,,,,,,,,,,,,,,,,
W01E114479,,,,,,,1.2222222222222223,,,,,,,,,,,
W01E115253,,,,,,,,,,,,,1.25,,,,,
W01E108063,,,,,,,1.8571428571428572,,,,,,,,,,,
W01E130875,,,,,,,,,,1.0,,,,,,,,
W01E121136,,,,,,,,,1.0,,,,,,,,,
W01E120898,,,,,,,,,,1.0,,,,,,,,
W01E131331,1.3333333333333333,,,,,,,,,,,,,,,,,
W01E104261,,,,,,,,,,1.4545454545454546,,,,,,,,
W01E113744,1.0,,,,,,,,,,,,,,,,,
W01Y102676,1.0,,,,,,,,,,,,,,,,,
W01E109012,,,,,,,,,,1.0,,,,,,,,
W01E132401,,,,,,,,,,,,,1.0,,,,,
W01E128569,,,,,,,,,,,,,1.6428571428571428,,,,,
W01E100089,,,,,,,,,1.0,,,,,,,,,
W01E129835,,,,,,,,,,,,,,,,1.25,,
W01E123653,,,,,,,,,,,,1.0,,,,,,
W01E129809,,,,1.0,,,,,,,,,,,,,,
W01E133651,,,,2.1,,,,,,,,,,,,,,
W01E118789,,,,,,,,,,,,,1.0,,,,,
W01E119341,,,,,,,1.0,,,,,,,,,,,
W01E130218,,,,,,,,,,,,,,,,1.25,,
W01E116152,,,,,,,1.3,,,,,,,,,,,
W01E118449,,,,1.6923076923076923,,,,,,,,,,,,,,
W01E125262,,,,,,,,,,,,,1.0,,,,,
W01E106710,,,,,,,,,,,,,1.5,,,,,
W01E133780,,,,1.5,,,,,,,,,,,,,,
W01E104075,,,,,,,1.0,,,,,,,,,,,
W01E109126,,,1.0,,,,,,,,,,,,,,,
W01E134654,,,,,,,1.1666666666666667,,,,,,,,,,,
W01E125000,,,,1.0,,,,,,,,,,,,,,
W01E114993,,,,,,,,,,,,,1.3333333333333333,,,,,
W01E114978,,,,,,,1.0,,,,,,,,,,,
W01E108874,,,,,,1.0,,,,,,,,,,,,
W01E126306,,,,,,,,,,,,,,,,1.5,,
W01E109008,,,,,,,,,,1.3,,,,,,,,
W01E112008,1.4,,,,,,,,,,,,,,,,,
W01E108442,,,,1.5,,,,,,,,,,,,,,
W01E115861,1.0,,,,,,,,,,,,,,,,,
W01Y103111,,,,,,,1.5,,,,,,,,,,,
W01E109571,,,,,,,1.25,,,,,,,,,,,
W01E111062,1.4,,,,,,,,,,,,,,,,,
W01E103039,,,,,,,,,,,,,,,,1.5714285714285714,,
W01E102346,,,,,,,,,1.0,,,,,,,,,
W01E102594,,,,,,,,,,,,,,,,1.0,,
W01E132040,,,,1.0,,,,,,,,,,,,,,
W01E108828,,,,,,,,,,1.0,,,,,,,,
W01E118812,,,,,,,,,,1.0,,,,,,,,
W01E122720,,,,,,,,,,,,,2.5,,,,,
W01E112528,,,,,,,1.7142857142857142,,,,,,,,,,,
W01E109166,,,,,,,,,,,,,1.0,,,,,
W01E106839,,,,1.5,,,,,,,,,,,,,,
W01E106239,,,,,,,,,,,,,,,1.0,,,
W01E108854,,,1.0,,,,,,,,,,,,,,,
W01E107931,1.5,,,,,,,,,,,,,,,,,
W01E119957,,,,,,,1.0,,,,,,,,,,,
W01E133673,1.3333333333333333,,,,,,,,,,,,,,,,,
W01E130609,,,,,,,1.5,,,,,,,,,,,
W01E129611,,,,1.0,,,,,,,,,,,,,,
W01E131321,,,,,,,,,,,,1.0,,,,,,
W01Y102613,1.0,,,,,,,,,,,,,,,,,
W01E109635,1.0,,,,,,,,,,,,,,,,,
W01E110948,1.0,,,,,,,,,,,,,,,,,
W01E108862,,,,1.0,,,,,,,,,,,,,,
W01E110244,,,,,,,,,,1.0,,,,,,,,
W01E112536,,,,,,1.0,,,,,,,,,,,,
