asset_id,jun_avg_timeout_sessions,jun_avg_Crash_sessions,jun_avg_exit_sessions,jul_avg_timeout_sessions,jul_avg_Crash_sessions,jul_avg_exit_sessions,aug_avg_timeout_sessions,aug_avg_Crash_sessions,aug_avg_exit_sessions,sept_avg_timeout_sessions,sept_avg_Crash_sessions,sept_avg_exit_sessions,oct_avg_timeout_sessions,oct_avg_Crash_sessions,oct_avg_exit_sessions,nov_avg_timeout_sessions,nov_avg_Crash_sessions,nov_avg_exit_sessions
W14883,,,,,,,1.0,,,,,,,,,,,
W01E128913,,,,,,,,,,1.0,,,,,,,,
W09874,,,1.0,,,,,,,,,,,,,,,
W01035,,,1.0,,,,,,,,,,,,,,,
W13851,,,,,,,,,,,,1.0,,,,,,
W01E117176,,,,,,,,,,,,,,,,1.0,,
W01Y104588,,,,,,,2.0,,,,,,,,,,,
W01Y109730,,,,,,,,,,1.4,,,,,,,,
W01E110002,,,1.0,,,,,,,,,,,,,,,
W01E113368,,,,,,,,,,,,,2.0,,,,,
W01E101629,,,,,,,,,,1.0,,,,,,,,
W01Y100866,,,,,,,,,,,,,1.7272727272727273,,,,,
W01Y107578,,,,,,,,,,,,,1.0,,,,,
W01Y102439,1.0,,,,,,,,,,,,,,,,,
W01E131158,1.0,,,,,,,,,,,,,,,,,
W01E119686,,,,,,,,,,1.0,,,,,,,,
W01E118548,,,,,,,,,,,,,,,,1.25,,
W01E111307,,,,,,,1.0,,,,,,,,,,,
W01E129093,,,,,,,,,,,,,1.0,,,,,
W01E119275,1.0,,,,,,,,,,,,,,,,,
W01E125666,,,,,,,,,,1.25,,,,,,,,
W15950,,,,,,,,,,,,,,,,1.0,,
W07449,,,,,,,,,,1.1666666666666667,,,,,,,,
W36605,,,,,,,,,,,,,1.2,,,,,
W01Y103650,1.4545454545454546,,,,,,,,,,,,,,,,,
W01E129775,,,,,,,1.0,,,,,,,,,,,
W37607,,,,,,,,,1.0,,,,,,,,,
W11642,,,,,,,,,,,,,1.3333333333333333,,,,,
W24542,,,,,,,,,,,,,1.0,,,,,
W10244,,,,,,,,,,,,,1.7,,,,,
W01E130871,1.0,,,,,,,,,,,,,,,,,
W01E108307,,,,,,,,,1.0,,,,,,,,,
W01E121383,,,,,,,,,,,,,,,,1.0,,
W14987,,,,,,,,,,,,,,,,1.0,,
W01E104525,,,,,,,,,,,,,4.0,,,,,
W01223,,,,,,,,,,,,,,,1.0,,,
W01E119527,1.5,,,,,,,,,,,,,,,,,
W01E130666,,,,,,,,,,1.0,,,,,,,,
W06514,1.4444444444444444,,,,,,,,,,,,,,,,,
W01E100887,,,,,,,,,,,,,,,,2.5,,
W01E107786,,,,,,,,,,1.4285714285714286,,,,,,,,
W28076,,,,,,,,,,3.15,,,,,,,,
W01E119203,,,,,,,,,,,,,,,,,,1.0
W05623,,,,,,,,,,1.5,,,,,,,,
W05471,,,,,,,,,,,,,1.0,,,,,
W20150,,,,,,,,,,2.0,,,,,,,,
W43387,,,,,,,1.3333333333333333,,,,,,,,,,,
W26155,1.0,,,,,,,,,,,,,,,,,
W09432,1.0,,,,,,,,,,,,,,,,,
W01Y101764,1.5,,,,,,,,,,,,,,,,,
W01E122610,1.25,,,,,,,,,,,,,,,,,
W01E132505,,,,,,,,,,,,,1.3333333333333333,,,,,
W16036,,,,,,,,,,1.0,,,,,,,,
W01E103244,,,,,,,,,,,,,1.25,,,,,
W25854,1.5,,,,,,,,,,,,,,,,,
W01E115886,,,,,,,,,,,,,3.0,,,,,
W01E115078,,,,,,,,,,,,,1.1428571428571428,,,,,
W01Y103444,,,,2.0,,,,,,,,,,,,,,
W07455,,,,,,,,,,,,,1.6,,,,,
W01Y102334,,,,,,,,,,,,,,,,1.75,,
W01E116900,1.1666666666666667,,,,,,,,,,,,,,,,,
W01E104230,,,,,,,,,,,,,1.75,,,,,
W01Y103584,1.0,,,,,,,,,,,,,,,,,
W01E112157,,,,,,,,,,1.0,,,,,,,,
W01Y101934,1.25,,,,,,,,,,,,,,,,,
W01E113235,,,,,,1.0,,,,,,,,,,,,
W13191,,,,,,,,,,,,,,,,1.0,,
W13262,,,,,,,,,,,,,,,,,,1.0
W01E125368,,,,,,,,,,1.7142857142857142,,,,,,,,
W01E104527,1.0,,,,,,,,,,,,,,,,,
W01Y113628,,,,,,,,,,1.0,,,,,,,,
W43370,,,,,,,,,,1.0,,,,,,,,
W28009,,,,,,,,,,,,,,,,1.25,,
W01Y100217,,,,,,,1.3333333333333333,,,,,,,,,,,
W01E119676,,,,,,,,,,2.25,,,,,,,,
W26606,,,,,,,,,,,,,1.5833333333333333,,,,,
W10500,,,,1.5,,,,,,,,,,,,,,
W27939,,,,,,,,,,,,,1.0,,,,,
W01E107216,,,,,,,,,,,,,,,,1.0,,
W13845,,,,,,,,,,,,,,,1.1,,,
W01E118150,,,,,,,,,,,,,1.1666666666666667,,,,,
W01E104838,,,,,,,,,,,,,,,1.0,,,
W15767,,,,,,,,,,,,,,,,1.25,,
W37716,,,,,,,,,,,,,2.0588235294117645,,,,,
W01E117055,,,,,,,,,,,,,,,,1.0,,
W01E116089,,,,,,,1.0,,,,,,,,,,,
W01Y104994,,,,1.5,,,,,,,,,,,,,,
W37223,,,,,,,,,,,,,,,1.0,,,
W01E106072,,,,,,,1.0,,,,,,,,,,,
W01E115701,,,,,,,,,,1.0,,,,,,,,
W24827,,,,,,,1.8571428571428572,,,,,,,,,,,
W01E117274,,,,,,,2.111111111111111,,,,,,,,,,,
W24009,,,,,,1.0,,,,,,,,,,,,
W01E114396,2.0,,,,,,,,,,,,,,,,,
W01E132310,1.4,,,,,,,,,,,,,,,,,
W14413,1.0,,,,,,,,,,,,,,,,,
W31153,,,,,,,,,,2.0,,,,,,,,
W01E119802,,,,,,1.0,,,,,,,,,,,,
W01E110044,,,,,,,,,,,,,,,,1.0,,
W04795,,,,1.0,,,,,,,,,,,,,,
W01E129133,,,,1.2,,,,,,,,,,,,,,
W01Y109799,,,,,,1.0,,,,,,,,,,,,
W02803,,,,,,,1.1666666666666667,,,,,,,,,,,
W24815,1.4285714285714286,,,,,,,,,,,,,,,,,
W01E103355,,,,,,,1.0,,,,,,,,,,,
W13786,1.6666666666666667,,,,,,,,,,,,,,,,,
W02678,1.0,,,,,,,,,,,,,,,,,
W01E105915,,,,1.0,,,,,,,,,,,,,,
W01E121804,,,,,,,1.8333333333333333,,,,,,,,,,,
W01E114029,,,,,,,1.4,,,,,,,,,,,
W01E130958,,,,,,,,,,2.111111111111111,,,,,,,,
W01E116014,,,,,,,1.0,,,,,,,,,,,
W01E108358,,,,,,,1.0,,,,,,,,,,,
W01Y101486,,,,,,1.0,,,,,,,,,,,,
W01Y102983,,,,,,,1.4545454545454546,,,,,,,,,,,
W01E100348,,,,,,,,,,,,,,,,1.0,,
W01E112303,,,,,,,,,,1.0,,,,,,,,
W12017,,,1.0,,,,,,,,,,,,,,,
W01E131716,,,,,,,,,,,,,,,,1.6,,
W10381,,,,,,,,,1.0,,,,,,,,,
W01E126460,,,,,,,,,,,,,,,,1.0,,
W24094,,,,,,,,,,,,,,,,1.25,,
W01Y109799,,,,,,,1.4285714285714286,,,,,,,,,,,
W01E116419,,,,,,,,,,1.0,,,,,,,,
W38958,,,,,,,,,,,,,,,,1.3333333333333333,,
W24447,1.0,,,,,,,,,,,,,,,,,
W01E119457,,,,1.0,,,,,,,,,,,,,,
W01833,,,1.0,,,,,,,,,,,,,,,
W01E102139,1.3333333333333333,,,,,,,,,,,,,,,,,
W06650,,,,,,,,,,2.5714285714285716,,,,,,,,
W26583,,,,,,,,,,,,,1.6428571428571428,,,,,
W39156,,,,,,,,,,,,,1.5,,,,,
W01E120495,,,,,,,2.5625,,,,,,,,,,,
W01Y104742,,,,1.0,,,,,,,,,,,,,,
W01E103594,1.0,,,,,,,,,,,,,,,,,
W01E104207,,,,2.0,,,,,,,,,,,,,,
W32173,,,,,,,,,,,,,1.8333333333333333,,,,,
W38793,,,,,,,,,,1.4444444444444444,,,,,,,,
W42868,,,,,,,1.5714285714285714,,,,,,,,,,,
W01E118649,,,,,,,1.4545454545454546,,,,,,,,,,,
W07850,,,,,,,,,,,,,1.6666666666666667,,,,,
W01Y106175,5.0,,,,,,,,,,,,,,,,,
W01E120418,,,,,,,1.5,,,,,,,,,,,
W09651,,,,,,,1.0,,,,,,,,,,,
W27925,1.0,,,,,,,,,,,,,,,,,
W01E130958,,,,,,,1.2857142857142858,,,,,,,,,,,
W01E114902,,,,,,,,,,,,,1.0,,,,,
W01E108996,,,,,,,,,,,,,,,,2.0,,
W09213,1.0,,,,,,,,,,,,,,,,,
W01E129888,,,,,,,,,,,,,1.0,,,,,
W01Y101624,1.3333333333333333,,,,,,,,,,,,,,,,,
W01E134333,,,,,,,1.0,,,,,,,,,,,
W05513,,,,,,,,,1.0,,,,,,,,,
W05964,,,,,,,1.0,,,,,,,,,,,
W01Y101748,1.0,,,,,,,,,,,,,,,,,
W01Y104970,,,,,,,,,,,,,1.5,,,,,
W09589,1.0909090909090908,,,,,,,,,,,,,,,,,
W01E134254,,,,,,,,,,,,,1.2,,,,,
W37955,,,,,,,,,,,,,1.3333333333333333,,,,,
W04725,,,,,,,,,,1.0,,,,,,,,
W01E105465,,,,1.0,,,,,,,,,,,,,,
W01E111604,1.0,,,,,,,,,,,,,,,,,
W01E112415,,,,1.0,,,,,,,,,,,,,,
W11366,,,,,,,1.0,,,,,,,,,,,
W01Y114160,,,1.0,,,,,,,,,,,,,,,
W31317,,,,,,,,,,,,,1.4,,,,,
W01Y100798,,,,1.0,,,,,,,,,,,,,,
W05692,,,,,,,,,,,,,1.5,,,,,
W01E100949,,,,,,,,,,,,,2.6666666666666665,,,,,
W01Y102291,1.0,,,,,,,,,,,,,,,,,
W01E108835,1.0,,,,,,,,,,,,,,,,,
W01E109391,2.0,,,,,,,,,,,,,,,,,
W09296,,,,3.0,,,,,,,,,,,,,,
W01E131289,,,,,,,1.0,,,,,,,,,,,
W01E112766,,,,1.25,,,,,,,,,,,,,,
W13259,,,,,,,1.0,,,,,,,,,,,
W37808,,,,,,,,,,1.0,,,,,,,,
W35750,,,1.0,,,,,,,,,,,,,,,
W01E104114,,,,,,,,,,1.2857142857142858,,,,,,,,
W01E118547,1.0,,,,,,,,,,,,,,,,,
W01Y111772,,,,,,,1.3333333333333333,,,,,,,,,,,
W01E126302,,,,,,,,,,,,,,,1.0,,,
W01E103108,,,,1.0,,,,,,,,,,,,,,
W36185,1.0,,,,,,,,,,,,,,,,,
W01E104156,,,,,,,1.0,,,,,,,,,,,
W01Y102106,1.5,,,,,,,,,,,,,,,,,
W01E104148,,,,,,,1.0,,,,,,,,,,,
W01E129127,,,,,,,2.0,,,,,,,,,,,
W12097,1.0,,,,,,,,,,,,,,,,,
W39885,,,,,,,,,,1.4,,,,,,,,
W01E120553,,,,,,,1.1111111111111112,,,,,,,,,,,
W06769,,,,,,,,,,,,,1.0,,,,,
W01E122843,1.0,,,,,,,,,,,,,,,,,
W01E106519,,,,,,,,,,,,,,,1.0,,,
W01E118979,,,,,,,1.4,,,,,,,,,,,
W01E130295,,,,,,,,,,,,,3.0,,,,,
W08873,1.2,,,,,,,,,,,,,,,,,
W01E128060,,,,,,,,,,,,,1.1111111111111112,,,,,
W01E108015,,,1.0,,,,,,,,,,,,,,,
W16115,,,,,,,,,,,,,,,,2.0,,
W01Y102236,,,,,,,,,,1.0,,,,,,,,
W01E122352,,,,,,,,,,1.0,,,,,,,,
W01E131619,,,,,,,,,,,,,,,,1.0,,
W01E134119,,,,,,,,,,,,,1.0,,,,,
W01Y111664,,,,,,,,,,,,,1.1666666666666667,,,,,
W01E128695,,,,,,,,,,,,1.0,,,,,,
W28788,,,,,,,,,,1.5,,,,,,,,
W01E129873,,,,,,,,,,1.25,,,,,,,,
W24196,,,,,,,,,,2.0,,,,,,,,
W01E121381,,,,1.4,,,,,,,,,,,,,,
W39360,,,,,,,,,,,,,,,,,,1.0
W01E105293,2.5,,,,,,,,,,,,,,,,,
W01E114435,2.0,,,,,,,,,,,,,,,,,
W01E122848,,,,,,,,,,,,,1.0,,,,,
W01Y108723,,,,,,,,,,,,,2.4444444444444446,,,,,
W01E106171,,,,,,,,,,,,,,,,1.8,,
W01E100643,,,,,,,,,,1.3333333333333333,,,,,,,,
W01E100333,,,,,,,,,,,,,,,,1.0,,
W01E125125,,,,,,,,,,,,,,,,1.0,,
W38290,,,,,,,,,,1.0,,,,,,,,
W31099,,,,1.2,,,,,,,,,,,,,,
W01507,,,,,,,,,,1.4,,,,,,,,
W01E103355,,,,,,,,,,1.0,,,,,,,,
W36527,,,,,,,,,,,,,,,,,,1.0
W01E134107,,,,,,,,,,,,,1.0,,,,,
W13289,,,,,,,,,,,,,,,,1.6666666666666667,,
W01E116525,,,,,,,,,,1.0,,,,,,,,
W27521,,,1.0,,,,,,,,,,,,,,,
W26628,1.3333333333333333,,,,,,,,,,,,,,,,,
W01E114884,,,,,,,,,,,,,,,,1.0,,
W38135,,,,,,,,,,,,,1.0,,,,,
W06474,1.4285714285714286,,,,,,,,,,,,,,,,,
W01E124993,,,,,,,,,,,,,1.3076923076923077,,,,,
W01Y113016,1.0,,,,,,,,,,,,,,,,,
W05352,,,,,,,,,,,,,,,,1.25,,
W01E100506,,,,,,,,,,,,1.0,,,,,,
W15418,,,,,,,,,,,,1.0,,,,,,
W01E133901,,,,,,,1.0,,,,,,,,,,,
W15278,1.0,,,,,,,,,,,,,,,,,
W35736,,,,,,,1.0,,,,,,,,,,,
W43937,,,,,,,,,,,,,,,,1.0,,
W01E111466,,,,1.0,,,,,,,,,,,,,,
W01Y101454,1.0,,,,,,,,,,,,,,,,,
W01E132661,,,,,,,,,,1.0,,,,,,,,
W04715,,,,,,,,,,1.5,,,,,,,,
W01E109972,1.0,,,,,,,,,,,,,,,,,
W00895,,,,,,,1.0,,,,,,,,,,,
W09969,,,,1.6666666666666667,,,,,,,,,,,,,,
W01E115697,,,,3.0,,,,,,,,,,,,,,
W01E129771,,,,1.5,,,,,,,,,,,,,,
W01E116015,,,,,,,,,,,,,1.0,,,,,
W01E105412,,,1.0,,,,,,,,,,,,,,,
W01E128036,,,1.0,,,,,,,,,,,,,,,
W01E106784,,,,,,,,,1.0,,,,,,,,,
W01Y100535,1.3333333333333333,,,,,,,,,,,,,,,,,
W01E134193,,,,,,,,,,,,,1.0,,,,,
W01E127676,,,,,,,,,,,,,1.4444444444444444,,,,,
W01E127407,,,,,,,,,,1.1428571428571428,,,,,,,,
W01E118932,,,,,,,,,,1.1428571428571428,,,,,,,,
W19961,,,,,,,,,,1.5,,,,,,,,
W04526,1.0,,,,,,,,,,,,,,,,,
W05150,,,,,,,,,,,,,,,,1.0,,
W06293,3.0,,,,,,,,,,,,,,,,,
W01E121983,,,,,,,,,,,,,1.25,,,,,
W01Y103634,,,1.0,,,,,,,,,,,,,,,
W02073,,,,,,,,,,,,,,,2.230769230769231,,,
W01E128623,,,,,,,,,,,,,2.0,,,,,
W15780,,,,1.3333333333333333,,,,,,,,,,,,,,
W01E100966,3.111111111111111,,,,,,,,,,,,,,,,,
W06274,1.0,,,,,,,,,,,,,,,,,
W19728,,,,,,,,,,,,,,,,1.0,,
W01E118965,,,,,,,,,,,,,,,,1.2,,
W01E124700,,,,,,,,,,,,,1.3333333333333333,,,,,
W02751,,,,,,,,5.375,,,,,,,,,,
W28076,2.909090909090909,,,,,,,,,,,,,,,,,
W27395,,,,1.5454545454545454,,,,,,,,,,,,,,
W01E112181,,,,,,,,,,,,,1.3333333333333333,,,,,
W11668,,,,,,,,,,,,,,,,1.625,,
W01E112656,,,,1.0,,,,,,,,,,,,,,
W01E120556,,,,,,,,,,,,,,,,1.25,,
W08070,,,,,,,,,,,,,,,,2.923076923076923,,
W15179,,,,,,,,,,,,,,,,1.0,,
W00894,,,,,,1.5,,,,,,,,,,,,
W01E115887,1.3333333333333333,,,,,,,,,,,,,,,,,
W02011,,,,,,,,,,,,,,,,1.6363636363636365,,
W36218,,,,2.4,,,,,,,,,,,,,,
W01E109982,,,,,,,,,,,,,,,,1.0,,
W20128,,,,,,,,,,,,,3.727272727272727,,,,,
W46372,,,,1.0,,,,,,,,,,,,,,
W39895,,,,,,,,,,,,,,,,,,1.0
W01E106116,1.4615384615384615,,,,,,,,,,,,,,,,,
W01E112281,,,,,,,,,,,,,,,,2.125,,
W01E126931,,,,,,,,,,,,1.0,,,,,,
W01Y114179,,,,,,,1.3333333333333333,,,,,,,,,,,
W34236,,,1.0,,,,,,,,,,,,,,,
W01E119736,,,,,,,,,,,,,,,,2.1666666666666665,,
W14806,,,,,,,1.8846153846153846,,,,,,,,,,,
W05479,,,,,,,,,,,,,,,,2.0,,
W31545,1.0,,,,,,,,,,,,,,,,,
W01E102702,,,,,,,,,,,,,1.2,,,,,
W01E122703,,,,,,,,,,,,,,,,1.6666666666666667,,
W01197,,,,,,,,,,,,,,,,1.0,,
W01Y111662,,,,,,,,,,,,,,,,,,1.0
W14029,,,,,,,,,,,,1.0,,,,,,
W01E113053,,,,,,1.0,,,,,,,,,,,,
W01E130783,,,,,,1.0,,,,,,,,,,,,
W01E101084,,,,,,,,,,1.3333333333333333,,,,,,,,
W01E123146,,,,,,,1.7857142857142858,,,,,,,,,,,
W01Y108152,,,,1.4285714285714286,,,,,,,,,,,,,,
W01E126249,,,,,,,,,,,,,,,,1.0,,
W01Y103236,1.4166666666666667,,,,,,,,,,,,,,,,,
W01E114383,,,,,,,,,,,,1.0,,,,,,
W01E111064,,,,,,,,,,,,,1.5,,,,,
W01E114930,,,,,,,,,,1.0,,,,,,,,
W01Y101698,,,,,,,1.3333333333333333,,,,,,,,,,,
W01E134375,,,,1.1666666666666667,,,,,,,,,,,,,,
W01E125931,,,,,,,,,,,,,1.0,,,,,
W01Y100554,,,,,,,,,,,,,,,,1.0,,
W01Y112848,,,,,,,,,,,,,1.0,,,,,
W01E107487,,,,,,,1.7272727272727273,,,,,,,,,,,
W01E106371,,,,,,,,,,,,,2.142857142857143,,,,,
W01Y101221,,,,,,,,,,,,,,,,1.0,,
W01E112620,1.25,,,,,,,,,,,,,,,,,
W42991,,,,,,,1.375,,,,,,,,,,,
W01E106669,1.6666666666666667,,,,,,,,,,,,,,,,,
W15660,,,,,,,,,,,,,,,,1.0,,
W01E112700,,,,,,,,,,,,,,,,1.25,,
W01Y105345,,,,,,,,,,,,,,,,1.0,,
W01Y109141,,,,,,,,,,1.3333333333333333,,,,,,,,
W01E101682,,,,,,,,,,,,,,,,1.0,,
W27291,,,1.0,,,,,,,,,,,,,,,
W01Y100298,,,,2.0,,,,,,,,,,,,,,
W01E103346,,,,,,,1.0,,,,,,,,,,,
W28770,,,,,,,1.1666666666666667,,,,,,,,,,,
W01E134643,,,,,,,,,,,,,,,1.0,,,
W01E122803,,,,,,,,,,,,,,,,1.2857142857142858,,
W27033,,,,,,,,,,,,1.0,,,,,,
W01E123915,,,,,,,,,,1.1428571428571428,,,,,,,,
W01E129883,,,,,,,,,,1.375,,,,,,,,
W27795,,,,,,,,,,1.0,,,,,,,,
W15023,,,,,,,,,,1.25,,,,,,,,
W01Y100222,1.0,,,,,,,,,,,,,,,,,
W01E116531,,,,,,,,,,1.0,,,,,,,,
W01E130643,,,,,,,1.3333333333333333,,,,,,,,,,,
W01E119094,1.6666666666666667,,,,,,,,,,,,,,,,,
W01E134593,,,,,,,,,,1.2857142857142858,,,,,,,,
W39046,,,,,,,,,,,,,,,,,,1.0
W01E108104,,,,,,,,,1.0,,,,,,,,,
W01E118927,,,,,,,,,1.0,,,,,,,,,
W14490,1.5,,,,,,,,,,,,,,,,,
W01E104609,,,,,,,,,,1.6666666666666667,,,,,,,,
W37110,,,,,,,,,,1.6,,,,,,,,
W08065,3.111111111111111,,,,,,,,,,,,,,,,,
W01Y102771,,,,,,,,,,1.0,,,,,,,,
W01Y102170,,,,,,,1.3333333333333333,,,,,,,,,,,
W01E126988,,,,,,,,,,1.0,,,,,,,,
W01E111975,,,,,,,1.0,,,,,,,,,,,
W15933,,,,,,,,,,1.5,,,,,,,,
W01E115947,,,,1.4,,,,,,,,,,,,,,
W01E121367,,,,,,,1.7142857142857142,,,,,,,,,,,
W10631,,,,,,,,,1.0,,,,,,,,,
W01E133268,1.9,,,,,,,,,,,,,,,,,
W01Y114432,,,,,,,,,,,,,2.2,,,,,
W01E127676,1.2,,,,,,,,,,,,,,,,,
W01E124700,,,,,,,1.3333333333333333,,,,,,,,,,,
W01Y101012,,,,1.0,,,,,,,,,,,,,,
W39806,,,,,,,,,,,,,,,,1.0,,
W01E119387,1.0,,,,,,,,,,,,,,,,,
W13923,,,1.0,,,,,,,,,,,,,,,
W01E112657,1.0,,,,,,,,,,,,,,,,,
W13579,,,,,,,,,,,,1.0,,,,,,
W28009,,,,1.0,,,,,,,,,,,,,,
W01E125099,,,,,,,,,,1.0,,,,,,,,
W07601,,,,,,,1.0,,,,,,,,,,,
W46078,,,,1.0,,,,,,,,,,,,,,
W28686,,,,,,,1.0,,,,,,,,,,,
W01E122407,,,,1.5,,,,,,,,,,,,,,
W36802,,,,,,,1.5,,,,,,,,,,,
W01Y102219,,,,,,,1.0,,,,,,,,,,,
W01E103519,1.0,,,,,,,,,,,,,,,,,
W01E127165,,,,1.0,,,,,,,,,,,,,,
W01E110158,,,,,,,1.0,,,,,,,,,,,
W01E112864,1.0,,,,,,,,,,,,,,,,,
W01Y102729,,,,,,,1.3333333333333333,,,,,,,,,,,
W01E132407,1.8461538461538463,,,,,,,,,,,,,,,,,
W01E134173,2.3333333333333335,,,,,,,,,,,,,,,,,
W01E134714,,,,,,,,,,1.4166666666666667,,,,,,,,
W01E103525,,,,1.4285714285714286,,,,,,,,,,,,,,
W01Y102903,1.0,,,,,,,,,,,,,,,,,
W46466,1.0,,,,,,,,,,,,,,,,,
W14670,,,,,,,,,,1.6666666666666667,,,,,,,,
W01E108368,,,,,,,,,,1.0,,,,,,,,
W01E132648,,,,,,1.0,,,,,,,,,,,,
W01E117064,,,,,,,,,,1.0,,,,,,,,
W01E118761,,,,,,,,,,,,,,,,1.0,,
W10811,,,,,,,,,,1.25,,,,,,,,
W01E129132,1.0,,,,,,,,,,,,,,,,,
W01Y103184,1.6,,,,,,,,,,,,,,,,,
W01E122499,,,,,,,,,,,,,,,1.0,,,
W43344,,,,,,,,,,,,,,,1.0,,,
W19927,,,,1.0,,,,,,,,,,,,,,
W01E119705,4.15,,,,,,,,,,,,,,,,,
W01Y109414,,,,,,,,,,,,,1.0,,,,,
W43201,,,,,,,,,,,,,1.5,,,,,
W43024,,,,,,,,,,,,,1.1666666666666667,,,,,
W01E114322,,,,,,,,,,,,1.0,,,,,,
W01E119198,,,,,,,,,,,,,,,1.0,,,
W01E124870,,,,1.75,,,,,,,,,,,,,,
W38623,,,1.0,,,,,,,,,,,,,,,
W01E106822,1.75,,,,,,,,,,,,,,,,,
W26761,,,,1.0,,,,,,,,,,,,,,
W01Y103307,,,,,,,,,,1.7777777777777777,,,,,,,,
W01842,,,,,,,,,,,,,,,1.0,,,
W14639,,,,1.3333333333333333,,,,,,,,,,,,,,
W37858,,,,,,,,,,,,,2.1666666666666665,,,,,
W01Y101490,1.0,,,,,,,,,,,,,,,,,
W46789,,,1.0,,,,,,,,,,,,,,,
W01E115332,,,,,,,,,,,,,,,,1.0,,
W01E123863,1.0,,,,,,,,,,,,,,,,,
W13333,,,,,,,,,,,,,1.0,,,,,
W01E129474,1.6363636363636365,,,,,,,,,,,,,,,,,
W15571,,,,,,,1.4,,,,,,,,,,,
W01E110101,,,,,,,,,,,,,,,,1.0,,
W01E108035,,,,,,,,,,,,,2.0,,,,,
W01Y114276,,,,,,1.0,,,,,,,,,,,,
W01E101155,,,,,,,,,,1.25,,,,,,,,
W01E117351,,,,,,,,,,,,,1.2,,,,,
W13404,1.2,,,,,,,,,,,,,,,,,
W20129,,,,,,,,,,,,,,,,1.0,,
W24533,,,,,,,,,,,,,,,,1.0,,
W01Y106846,,,,,,,,,,,,,1.0,,,,,
W01E104122,,,,1.0,,,,,,,,,,,,,,
W01E102345,,,,,,,,,,,,,1.0,,,,,
W01Y100488,,,,1.0,,,,,,,,,,,,,,
W01055,,,,,,,,,,1.2857142857142858,,,,,,,,
W14883,,,,1.0,,,,,,,,,,,,,,
W28649,,,,1.0,,,,,,,,,,,,,,
W01Y113650,,,,1.0,,,,,,,,,,,,,,
W26442,1.0,,,,,,,,,,,,,,,,,
W39761,1.5,,,,,,,,,,,,,,,,,
W15488,,,,,,,,,,,,,,,,1.0,,
W01Y100861,,,,,,,3.0,,,,,,,,,,,
W01Y100278,1.5,,,,,,,,,,,,,,,,,
W01E115674,,,,,,1.0,,,,,,,,,,,,
W01E110044,,,,1.3333333333333333,,,,,,,,,,,,,,
W01E112595,,,,1.0,,,,,,,,,,,,,,
W01Y106274,,,,,,1.0,,,,,,,,,,,,
W20147,,,,1.0,,,,,,,,,,,,,,
W01E102698,,,,1.2142857142857142,,,,,,,,,,,,,,
W06712,,,,,,,1.0,,,,,,,,,,,
W01E102335,,,,,,,1.3333333333333333,,,,,,,,,,,
W03512,1.5,,,,,,,,,,,,,,,,,
W04460,,,,,,,1.0,,,,,,,,,,,
W01E115294,,,,2.1666666666666665,,,,,,,,,,,,,,
W24081,1.4166666666666667,,,,,,,,,,,,,,,,,
W09834,,,,,,,1.0,,,,,,,,,,,
W07069,,,,1.3333333333333333,,,,,,,,,,,,,,
W27873,,,,1.0,,,,,,,,,,,,,,
W09023,,,,,,,,,,,,,,,,1.0,,
W01E100894,,,,,,,,,,,,,1.0,,,,,
W37356,2.0,,,,,,,,,,,,,,,,,
W06835,,,,,,,1.0,,,,,,,,,,,
W20132,,,,,,,,,,,,,,,,,,1.0
W05602,,,,,,,,,,1.0,,,,,,,,
W25905,,,,,,,,,,,,,,,,1.0,,
W15944,,,,1.9,,,,,,,,,,,,,,
W01E100575,,,,1.2,,,,,,,,,,,,,,
W01018,,,1.3333333333333333,,,,,,,,,,,,,,,
W01Y103998,,,,,,,2.0,,,,,,,,,,,
W01E114335,,,,1.5,,,,,,,,,,,,,,
W01E110897,1.0,,,,,,,,,,,,,,,,,
W01E127453,,,,,,,1.2857142857142858,,,,,,,,,,,
W01E116936,,,,1.0,,,,,,,,,,,,,,
W13328,,,,,,,,,,,,,,,,1.0,,
W13524,1.0,,,,,,,,,,,,,,,,,
W03165,,,,1.0,,,,,,,,,,,,,,
W05997,,,,,,,1.0,,,,,,,,,,,
W28691,,,,,,,,,,,,,1.4,,,,,
W01E125813,,,,1.0,,,,,,,,,,,,,,
W01E112275,,,,1.0,,,,,,,,,,,,,,
W15811,1.2,,,,,,,,,,,,,,,,,
W01E130375,,,,1.0,,,,,,,,,,,,,,
W01E118912,,,,,,,1.0,,,,,,,,,,,
W01Y101151,,,,,,,1.4,,,,,,,,,,,
W00725,,,,,,,1.0,,,,,,,,,,,
W01E100625,1.2857142857142858,,,,,,,,,,,,,,,,,
W01E114360,,,,,,,,,1.0,,,,,,,,,
W25120,,,,,,,,,,,,,1.0,,,,,
W01Y113562,,,,1.0,,,,,,,,,,,,,,
W01E120560,,,,,,,1.0,,,,,,,,,,,
W01E126870,,,,1.2,,,,,,,,,,,,,,
W06562,,,,,,1.0,,,,,,,,,,,,
W01E122123,,,,,,,1.3333333333333333,,,,,,,,,,,
W28931,,,,,,,,,,1.0,,,,,,,,
W01E129770,,,,,,,,,,,,,,,1.0,,,
W20056,,,,1.0,,,,,,,,,,,,,,
W01E128999,,,,1.0,,,,,,,,,,,,,,
W36605,1.6666666666666667,,,,,,,,,,,,,,,,,
W11451,,,,,,,2.0,,,,,,,,,,,
W01E110161,,,,,,,1.5,,,,,,,,,,,
